ROUTE,ROUTE_TYPE,PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,QUARTER,MONTH,CLASS,CRUISE_SPEED_MPH,TIME_ELAPSED_HRS,CRUISE_ALTITUDE_FT,AIRCRAFT_MODEL,FUEL_BURN_LBS_PER_HOUR,TOTAL_FUEL_BURN_LBS
ABQ - LGA,Medium-haul,27,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,12,F,360,6,28087,Boeing 737-800,5282,31690
ABQ - LGA,Medium-haul,116,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,2,5,F,360,6,31466,Boeing 737-800,5792,34749
ABQ - LGA,Medium-haul,123,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,11,F,360,6,30376,Boeing 737-800,6000,36000
ABQ - LGA,Medium-haul,148,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,10,F,360,6,30823,Boeing 737-800,5595,33573
ABQ - LGA,Medium-haul,153,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,2,6,F,360,6,30171,Boeing 737-800,6000,36000
ABQ - LGA,Medium-haul,169,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,3,7,F,360,6,30344,Boeing 737-800,5561,33364
ABQ - LGA,Medium-haul,202,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,3,9,F,360,6,30931,Boeing 737-800,5919,35513
ABQ - LGA,Medium-haul,227,0,0,1821,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,3,8,F,360,6,28894,Boeing 737-800,5475,32849
ABQ - LGA,Medium-haul,0,0,0,1821,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,10,F,360,6,29355,Airbus A320,6000,36000
ABQ - LGA,Medium-haul,4,0,0,1821,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,12,F,360,6,30087,Airbus A320,6000,36000
ABQ - LGA,Medium-haul,19,0,0,1821,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,11,F,360,6,29482,Airbus A320,6000,36000
ABQ - LGA,Medium-haul,17,0,0,1821,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,1,1,F,360,6,30097,Boeing 737-700,5400,32400
ABQ - LGA,Medium-haul,29,0,0,1821,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",LGA,"New York, NY",2024,4,12,F,360,6,30261,Boeing 737-700,5160,30963
ABQ - ORD,Medium-haul,1011,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,11,F,360,4.04,29839,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,1741,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,12,F,360,4.04,29973,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,2346,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,2,F,360,4.04,31143,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,2645,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,1,F,360,4.04,32190,Boeing 737-800,5864,23677
ABQ - ORD,Medium-haul,2959,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,3,F,360,4.04,28938,Boeing 737-800,5718,23088
ABQ - ORD,Medium-haul,4393,1392,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,9,F,365,3.98,28769,Boeing 737-800,5521,21994
ABQ - ORD,Medium-haul,4709,125,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,6,F,360,4.04,28763,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,4777,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,4,F,360,4.04,30232,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,4827,103,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,7,F,366,3.97,29025,Boeing 737-800,5640,22408
ABQ - ORD,Medium-haul,4830,290,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,8,F,360,4.04,31897,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,5134,0,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,5,F,360,4.04,30277,Boeing 737-800,6000,24225
ABQ - ORD,Medium-haul,7944,729,0,1118,AA,American Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,10,F,360,4.04,29143,Boeing 737-800,5722,23102
ABQ - ORD,Medium-haul,405,0,0,1118,MQ,Envoy Air,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,10,F,360,4.04,29153,Airbus A320,5794,23393
ABQ - ORD,Medium-haul,1239,0,0,1118,MQ,Envoy Air,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,12,F,360,4.04,30385,Airbus A320,5461,22049
ABQ - ORD,Medium-haul,1538,0,0,1118,MQ,Envoy Air,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,9,F,360,4.04,31083,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1777,0,0,1118,MQ,Envoy Air,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,11,F,360,4.04,33853,Airbus A320,5992,24194
ABQ - ORD,Medium-haul,69,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,8,F,360,4.04,29227,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,286,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,9,F,360,4.04,28387,Airbus A320,5601,22616
ABQ - ORD,Medium-haul,750,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,3,F,360,4.04,29270,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1034,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,4,F,360,4.04,30186,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1490,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,12,F,360,4.04,28800,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1563,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,1,F,360,4.04,30918,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1819,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,10,F,360,4.04,30444,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1990,0,0,1118,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,2,F,360,4.04,28752,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,721,0,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,1,F,360,4.04,31163,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,1081,50,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,12,F,360,4.04,29615,Airbus A320,5759,23251
ABQ - ORD,Medium-haul,1959,35,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,4,F,360,4.04,29848,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,2428,32,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,3,F,360,4.04,30850,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,3602,46,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,11,F,360,4.04,29171,Airbus A320,5674,22909
ABQ - ORD,Medium-haul,3824,5,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,6,F,360,4.04,29408,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,3998,19,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,8,F,360,4.04,31305,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,4201,9,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,2,5,F,360,4.04,30595,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,4205,0,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,7,F,360,4.04,30624,Airbus A320,6000,24225
ABQ - ORD,Medium-haul,4256,23,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,10,F,360,4.04,29853,Airbus A320,5881,23746
ABQ - ORD,Medium-haul,6561,12,0,1118,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,9,F,360,4.04,30245,Airbus A320,5679,22930
ABQ - ORD,Medium-haul,6,0,0,1118,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,3,F,360,4.04,29787,Boeing 737-700,5260,21237
ABQ - ORD,Medium-haul,18,0,0,1118,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,2,F,360,4.04,29981,Boeing 737-700,5400,21802
ABQ - ORD,Medium-haul,20,0,0,1118,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,1,1,F,360,4.04,30402,Boeing 737-700,5400,21802
ABQ - ORD,Medium-haul,23,0,0,1118,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,4,10,F,360,4.04,30025,Boeing 737-700,5400,21802
ABQ - ORD,Medium-haul,28,1,0,1118,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,9,F,360,4.04,30183,Boeing 737-700,5400,21802
ABQ - ORD,Medium-haul,59,0,0,1118,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",ORD,"Chicago, IL",2024,3,8,F,360,4.04,29241,Boeing 737-700,5169,20869
ABQ - PDX,Medium-haul,5,0,0,1111,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,4,11,F,360,4.03,30492,Boeing 737-800,5623,22631
ABQ - PDX,Medium-haul,1131,0,0,1111,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,4,10,F,360,4.03,29885,Boeing 737-800,6000,24150
ABQ - PDX,Medium-haul,442,0,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,1,1,F,360,4.03,30623,Airbus A320,5744,23121
ABQ - PDX,Medium-haul,1153,78,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,1,3,F,360,4.03,28466,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,1580,112,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,4,10,F,360,4.03,30068,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,1696,191,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,2,4,F,360,4.03,29035,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,1801,148,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,2,5,F,360,4.03,30718,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,1881,192,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,4,11,F,360,4.03,30384,Airbus A320,5931,23873
ABQ - PDX,Medium-haul,1987,381,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,4,12,F,360,4.03,29060,Airbus A320,5829,23463
ABQ - PDX,Medium-haul,2052,0,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,9,F,360,4.03,29470,Airbus A320,5672,22831
ABQ - PDX,Medium-haul,2060,68,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,2,6,F,360,4.03,30035,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,2088,0,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,7,F,360,4.03,29469,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,2130,95,0,1111,QX,Horizon Air,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,8,F,360,4.03,29751,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,64,0,0,1111,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,8,F,360,4.03,28394,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,66,0,0,1111,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,4,10,F,360,4.03,30882,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,82,0,0,1111,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,9,F,360,4.03,28963,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,89,0,0,1111,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,7,F,360,4.03,30563,Airbus A320,6000,24150
ABQ - PDX,Medium-haul,13,477,0,1111,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,8,F,360,4.03,30270,Boeing 737-700,5400,21735
ABQ - PDX,Medium-haul,14,266,0,1111,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,1,3,F,360,4.03,29022,Boeing 737-700,5400,21735
ABQ - PDX,Medium-haul,48,1045,0,1111,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,2,6,F,360,4.03,29237,Boeing 737-700,5400,21735
ABQ - PDX,Medium-haul,95,299,0,1111,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,1,1,F,360,4.03,28338,Boeing 737-700,5186,20875
ABQ - PDX,Medium-haul,95,576,0,1111,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,3,7,F,360,4.03,31006,Boeing 737-700,5229,21049
ABQ - PDX,Medium-haul,111,1071,0,1111,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",PDX,"Portland, OR",2024,1,2,F,360,4.03,29203,Boeing 737-700,5400,21735
ABQ - SEA,Medium-haul,1938,513,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,8,F,529,2.86,31168,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,2853,1072,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,1,1,F,529,2.86,29579,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,3426,609,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,1,2,F,529,2.86,27962,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,4257,1090,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,1,3,F,529,2.86,29781,Boeing 737-800,5785,16570
ABQ - SEA,Medium-haul,4710,600,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,9,F,529,2.86,30338,Boeing 737-800,5142,14729
ABQ - SEA,Medium-haul,4824,1021,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,7,F,529,2.86,29150,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,4834,657,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,2,6,F,529,2.86,31038,Boeing 737-800,5765,16514
ABQ - SEA,Medium-haul,5280,1327,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,2,4,F,529,2.86,29078,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,5856,791,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,2,5,F,529,2.86,28221,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,6792,1422,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,4,11,F,529,2.86,30129,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,6799,1839,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,4,12,F,529,2.86,31882,Boeing 737-800,6000,17187
ABQ - SEA,Medium-haul,8242,1122,0,1180,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,4,10,F,529,2.86,31094,Boeing 737-800,5840,16728
ABQ - SEA,Medium-haul,147,0,0,1180,QX,Horizon Air,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,1,1,F,529,2.86,30823,Airbus A320,6000,17187
ABQ - SEA,Medium-haul,1541,121,0,1180,QX,Horizon Air,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,7,F,529,2.86,28497,Airbus A320,5842,16735
ABQ - SEA,Medium-haul,1784,302,0,1180,QX,Horizon Air,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,9,F,529,2.86,31849,Airbus A320,6000,17187
ABQ - SEA,Medium-haul,3441,677,0,1180,QX,Horizon Air,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,8,F,529,2.86,29976,Airbus A320,6000,17187
ABQ - SEA,Medium-haul,12,0,0,1180,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,1,1,F,529,2.86,29287,Airbus A320,6000,17187
ABQ - SEA,Medium-haul,3,0,0,1180,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,8,F,529,2.86,27927,Boeing 737-700,5400,15468
ABQ - SEA,Medium-haul,6,0,0,1180,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,4,10,F,529,2.86,30936,Boeing 737-700,5400,15468
ABQ - SEA,Medium-haul,15,0,0,1180,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,3,7,F,529,2.86,30713,Boeing 737-700,5400,15468
ABQ - SEA,Medium-haul,19,0,0,1180,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM",SEA,"Seattle, WA",2024,2,6,F,529,2.86,28919,Boeing 737-700,5400,15468
